nationality,destination_country,visa_type,gender,age,education_level,employment_status,travel_purpose,language_proficiency,annual_income,bank_balance,travel_history_count,previous_rejections,accommodation_proof,return_ticket,invitation_letter,health_insurance,approval_status,processing_days
France,UAE,Work,Male,73,Bachelor's Degree,Student,Work Assignment,Intermediate,17800.97,16933.19,0,0,1,1,1,1,0,9
Argentina,Japan,Work,Male,66,High School,Student,Permanent Residence,Intermediate,42230.22,47891.47,7,0,1,1,1,1,0,12
Vietnam,Thailand,Immigrant/PR,Female,50,Bachelor's Degree,Self-Employed,Conference,Intermediate,18493.89,18650.58,3,0,0,1,1,1,0,12
Qatar,South Korea,Family/Spouse,Male,78,Bachelor's Degree,Self-Employed,Permanent Residence,Basic,8459.3,15564.32,1,0,1,1,1,1,1,13
Romania,Taiwan,Work,Female,63,High School,Retired,Medical,Advanced,18168.73,43083.97,4,1,1,0,1,1,1,22
United States,Turkey,Family/Spouse,Male,47,Bachelor's Degree,Private Sector,Education,Advanced,71565.61,102811.53,5,0,1,0,1,1,0,2
Iran,Portugal,Immigrant/PR,Female,63,PhD,Self-Employed,Work Assignment,Intermediate,23379.74,54918.19,1,0,0,1,1,1,1,50
Japan,India,Immigrant/PR,Female,34,Bachelor's Degree,Private Sector,Medical,Intermediate,24189.24,59774.21,6,0,1,0,0,0,0,24
Brazil,France,Tourist,Male,48,Bachelor's Degree,Self-Employed,Tourism,Advanced,4385.13,10894.68,4,0,1,1,0,1,1,14
Thailand,United States,Business,Male,48,Bachelor's Degree,Unemployed,Conference,Intermediate,11910.91,16533.92,3,0,1,1,0,1,1,26
Chile,France,Family/Spouse,Male,59,Master's Degree,Private Sector,Education,Intermediate,7050.39,9459.16,0,0,1,1,1,1,0,21
Indonesia,Denmark,Student,Male,69,High School,Government,Education,Intermediate,16440.61,2633.76,4,0,1,0,0,1,1,23
Senegal,Malaysia,Business,Female,63,Bachelor's Degree,Private Sector,Work Assignment,Advanced,10570.82,14766.19,5,0,1,1,0,1,0,7
Turkey,Malaysia,Transit,Female,57,Bachelor's Degree,Retired,Medical,Advanced,23772.17,59538.29,2,0,1,1,1,1,1,8
Japan,Canada,Student,Female,59,High School,Private Sector,Family Visit,Advanced,17422.53,50637.78,3,0,1,1,1,1,0,28
United Kingdom,Australia,Student,Female,58,Bachelor's Degree,Self-Employed,Conference,Intermediate,84716.14,142485.93,0,0,1,1,0,0,1,40
Sri Lanka,Denmark,Family/Spouse,Male,43,Bachelor's Degree,Self-Employed,Permanent Residence,Intermediate,7400.35,19845.41,0,0,1,1,1,0,1,13
Colombia,Malaysia,Business,Male,49,High School,Retired,Education,Advanced,6650.87,15365.54,5,0,1,1,0,1,0,8
Kenya,Taiwan,Transit,Female,54,Bachelor's Degree,Private Sector,Conference,Advanced,48334.66,81323.95,0,0,1,1,0,1,0,12
Indonesia,Austria,Business,Female,47,Bachelor's Degree,Private Sector,Permanent Residence,None,73408.98,215390.98,0,0,1,1,0,1,1,19
Egypt,Sweden,Work,Male,49,Bachelor's Degree,Student,Conference,Intermediate,34281.03,61478.42,0,0,0,1,1,1,0,35
India,Norway,Work,Male,64,Master's Degree,Government,Education,Intermediate,21173.34,18394.04,3,0,0,1,1,0,1,31
Tunisia,Australia,Student,Male,78,PhD,Student,Business Meeting,Basic,23075.16,3964.73,0,0,1,0,1,1,1,34
Ghana,Denmark,Family/Spouse,Female,70,Master's Degree,Student,Medical,Intermediate,63680.56,68478.12,7,0,1,1,1,0,1,21
Tunisia,Taiwan,Tourist,Male,45,Master's Degree,Unemployed,Business Meeting,Intermediate,17291.89,23039.12,1,0,1,1,0,0,1,16
Mexico,Sweden,Family/Spouse,Male,69,Professional Degree,Retired,Family Visit,Advanced,20747.89,19198.88,2,0,1,1,0,1,1,17
Hungary,Schengen (EU),Student,Female,66,Bachelor's Degree,Unemployed,Education,Advanced,83378.96,176368.45,0,0,1,1,0,1,0,26
Pakistan,Singapore,Business,Female,58,Master's Degree,Government,Work Assignment,Advanced,14287.21,7844.92,1,0,1,1,1,1,0,10
Nigeria,South Korea,Work,Male,38,High School,Private Sector,Medical,Intermediate,27077.66,34355.88,3,0,0,1,0,1,1,36
Japan,Taiwan,Tourist,Female,39,High School,Private Sector,Education,Intermediate,14914.74,42778.55,7,0,1,1,0,1,1,6
UAE,UAE,Family/Spouse,Male,29,High School,Private Sector,Business Meeting,Intermediate,12192.98,34950.45,6,0,1,0,0,1,1,8
Turkey,United Kingdom,Tourist,Female,40,Bachelor's Degree,Private Sector,Permanent Residence,Intermediate,18247.02,20859.76,2,0,1,1,0,1,0,23
Sri Lanka,South Korea,Business,Male,24,Master's Degree,Private Sector,Work Assignment,Native,11446.32,17833.09,5,0,1,1,1,1,0,12
United Kingdom,Schengen (EU),Immigrant/PR,Other,55,High School,Government,Work Assignment,Advanced,24010.86,5677.83,0,0,1,1,1,1,1,47
Philippines,New Zealand,Tourist,Other,38,Bachelor's Degree,Retired,Permanent Residence,Native,27478.75,43305.99,1,0,1,0,1,1,0,13
Canada,Singapore,Transit,Male,72,High School,Self-Employed,Business Meeting,Intermediate,59745.18,163571.94,0,0,1,0,0,1,1,6
Brazil,Schengen (EU),Immigrant/PR,Female,47,High School,Self-Employed,Conference,Intermediate,19773.49,36569.33,0,0,1,1,1,1,1,43
Brazil,United States,Immigrant/PR,Male,79,Master's Degree,Self-Employed,Medical,Advanced,31707.06,44136.29,10,0,1,0,1,1,1,56
Mexico,China,Family/Spouse,Male,73,Bachelor's Degree,Private Sector,Conference,Native,39218.7,113859.9,1,0,1,1,0,1,1,15
Bangladesh,Singapore,Transit,Female,68,Master's Degree,Private Sector,Tourism,Advanced,12343.78,25464.34,0,0,1,1,1,0,0,8
Ukraine,Belgium,Student,Male,74,PhD,Unemployed,Permanent Residence,Intermediate,24606.39,17698.74,1,0,1,1,0,1,1,16
Senegal,Netherlands,Business,Female,60,Master's Degree,Self-Employed,Family Visit,Advanced,12550.06,30794.31,1,0,1,1,1,0,1,22
Saudi Arabia,Thailand,Family/Spouse,Female,79,PhD,Private Sector,Business Meeting,Advanced,19587.55,27215.34,0,0,1,1,0,1,1,5
Tunisia,Austria,Transit,Female,47,Master's Degree,Self-Employed,Family Visit,None,132540.12,115325.41,4,0,1,0,1,1,1,11
Ecuador,Italy,Immigrant/PR,Male,75,Bachelor's Degree,Student,Medical,Advanced,207330.55,407405.07,1,0,1,1,1,0,0,45
Thailand,Malaysia,Immigrant/PR,Female,70,Bachelor's Degree,Government,Conference,Advanced,57718.56,168877.25,11,0,1,1,1,0,1,4
Nepal,United Kingdom,Student,Male,54,Master's Degree,Retired,Business Meeting,Intermediate,34336.77,55743.1,0,1,1,1,0,1,1,42
South Korea,Schengen (EU),Family/Spouse,Female,69,Bachelor's Degree,Student,Education,Native,16876.81,42742.79,6,0,1,1,0,1,0,17
Philippines,Denmark,Tourist,Male,77,High School,Unemployed,Work Assignment,Intermediate,37609.85,17380.39,2,0,1,1,1,1,0,14
South Korea,South Korea,Transit,Female,67,Master's Degree,Student,Tourism,Basic,3152.53,3319.15,2,0,1,0,1,1,0,5
Venezuela,United States,Tourist,Male,57,Master's Degree,Self-Employed,Conference,Advanced,16960.25,4060.78,1,0,1,1,0,0,0,38
Ethiopia,Thailand,Student,Female,38,Professional Degree,Private Sector,Work Assignment,Native,5088.26,13475.57,0,0,1,1,0,1,0,15
Qatar,Denmark,Family/Spouse,Male,44,High School,Self-Employed,Education,Advanced,10798.79,27386.31,2,0,1,1,0,1,1,12
Bulgaria,France,Transit,Male,66,Professional Degree,Self-Employed,Family Visit,None,188074.6,142222.82,0,0,1,1,1,1,1,6
Bangladesh,Canada,Transit,Female,53,High School,Private Sector,Tourism,None,48257.87,27575.87,1,0,1,1,0,1,1,21
Chile,Italy,Student,Male,62,PhD,Private Sector,Family Visit,Advanced,28958.43,46710.72,0,0,1,1,0,1,1,34
Tunisia,Switzerland,Work,Female,56,Bachelor's Degree,Student,Business Meeting,Basic,10051.39,18819.32,12,0,1,1,0,1,1,34
Malaysia,Singapore,Business,Male,57,High School,Unemployed,Conference,Intermediate,3586.08,2155.22,2,0,1,1,1,1,1,8
Iraq,South Africa,Work,Female,45,Master's Degree,Self-Employed,Work Assignment,Intermediate,14962.87,9215.09,1,0,0,1,1,1,1,31
Mexico,Italy,Transit,Female,36,Bachelor's Degree,Private Sector,Business Meeting,Basic,107906.93,78923.37,0,0,1,1,1,1,1,16
Afghanistan,Netherlands,Transit,Male,42,PhD,Government,Business Meeting,Basic,19467.29,50225.2,1,0,1,1,0,1,0,20
United States,Turkey,Business,Female,38,Professional Degree,Private Sector,Family Visit,Native,15117.08,36606.83,5,0,0,1,1,1,1,1
Iran,South Korea,Student,Female,51,Bachelor's Degree,Unemployed,Education,Advanced,34582.62,16899.57,0,0,0,1,0,0,0,20
Canada,Switzerland,Immigrant/PR,Female,63,Professional Degree,Unemployed,Tourism,Intermediate,38444.57,111423.63,0,0,1,1,1,1,1,38
Myanmar,Netherlands,Transit,Male,49,Master's Degree,Private Sector,Tourism,Native,83433.92,59889.07,2,0,1,1,1,1,1,15
Venezuela,Schengen (EU),Family/Spouse,Female,37,Associate Degree,Unemployed,Tourism,Basic,46538.95,16897.86,0,0,0,1,0,1,1,27
Germany,Belgium,Tourist,Female,40,Associate Degree,Private Sector,Business Meeting,Advanced,17957.34,28153.62,5,0,1,1,1,1,0,3
Turkey,South Africa,Family/Spouse,Male,41,PhD,Retired,Permanent Residence,Intermediate,30869.37,32991.08,0,0,1,1,0,1,1,11
Bangladesh,Canada,Tourist,Female,57,Associate Degree,Government,Tourism,Advanced,25414.1,59723.36,1,0,1,1,0,1,1,24
Vietnam,Taiwan,Work,Female,65,High School,Retired,Conference,Advanced,7125.94,7357.15,0,0,1,1,1,0,1,28
Yemen,Canada,Work,Other,56,High School,Private Sector,Medical,Intermediate,22024.94,22225.02,2,0,1,0,1,1,0,52
Sri Lanka,Sweden,Family/Spouse,Male,47,Master's Degree,Private Sector,Education,None,10122.6,22833.78,3,0,1,1,0,0,1,17
India,Thailand,Work,Female,33,Bachelor's Degree,Self-Employed,Conference,Advanced,7750.07,5218.14,1,0,1,0,1,0,0,11
France,Turkey,Student,Male,65,Master's Degree,Retired,Education,Intermediate,71083.43,90031.09,0,0,0,1,0,1,1,4
Bulgaria,Malaysia,Tourist,Female,70,High School,Self-Employed,Conference,Native,16022.47,28485.31,7,0,0,1,1,1,1,4
Hungary,Spain,Student,Male,50,Bachelor's Degree,Self-Employed,Family Visit,Advanced,30904.36,58619.07,3,0,1,0,1,0,1,22
Senegal,Switzerland,Transit,Female,55,Professional Degree,Student,Conference,Intermediate,18293.98,45696.84,2,0,1,1,1,1,1,14
Turkey,Canada,Student,Female,69,Bachelor's Degree,Student,Permanent Residence,None,21253.75,41029.21,0,0,1,0,0,1,1,32
Saudi Arabia,China,Tourist,Female,62,Bachelor's Degree,Private Sector,Tourism,Intermediate,183860.57,186564.7,3,0,1,1,0,1,1,16
Indonesia,Switzerland,Work,Female,57,Associate Degree,Retired,Tourism,Intermediate,91840.02,275343.29,0,0,0,1,1,1,0,29
Ecuador,Austria,Student,Male,79,Bachelor's Degree,Student,Family Visit,Advanced,41320.62,85312.36,2,0,1,1,0,0,1,29
Bulgaria,France,Immigrant/PR,Female,75,High School,Private Sector,Education,Advanced,70451.53,35752.12,1,0,1,1,1,1,1,40
Kenya,Austria,Work,Female,61,High School,Self-Employed,Work Assignment,Intermediate,19240.18,23436.5,7,0,1,1,1,0,1,22
Mexico,Denmark,Tourist,Male,53,Bachelor's Degree,Student,Education,Advanced,29756.15,35652.48,9,0,1,1,0,1,0,11
Senegal,United States,Immigrant/PR,Male,50,Bachelor's Degree,Government,Conference,Advanced,16322.17,18070.87,0,0,1,1,1,0,0,84
China,New Zealand,Family/Spouse,Female,55,Bachelor's Degree,Government,Permanent Residence,Advanced,56366.27,84505.99,2,0,0,1,1,1,1,20
China,France,Family/Spouse,Male,75,High School,Private Sector,Medical,Intermediate,25579.26,3297.44,0,0,1,1,1,1,1,23
Japan,New Zealand,Immigrant/PR,Female,70,Master's Degree,Government,Medical,Advanced,52784.08,33889.02,0,1,0,1,0,1,0,48
Syria,France,Tourist,Male,60,High School,Student,Medical,Intermediate,40435.3,85700.64,3,0,1,1,0,1,1,28
Romania,India,Business,Female,51,High School,Private Sector,Family Visit,Basic,15464.54,30966.25,1,0,1,1,0,1,0,10
Canada,Thailand,Work,Female,51,Bachelor's Degree,Unemployed,Business Meeting,Intermediate,9168.45,19399.04,2,0,1,1,0,1,0,8
Turkey,Portugal,Work,Female,28,Master's Degree,Self-Employed,Education,Advanced,15193.58,12438.32,0,0,1,1,0,1,1,29
Qatar,Singapore,Tourist,Female,67,Master's Degree,Private Sector,Family Visit,Advanced,24923.21,46559.01,0,0,1,1,1,1,1,4
Yemen,Singapore,Family/Spouse,Female,69,Bachelor's Degree,Private Sector,Conference,Basic,15700.16,34780.64,2,0,1,1,1,1,1,18
Iran,Sweden,Business,Male,50,Bachelor's Degree,Government,Tourism,Advanced,27261.79,44593.77,1,0,1,1,1,1,1,20
Chile,Malaysia,Work,Male,68,No Formal Education,Self-Employed,Conference,Intermediate,10797.34,26692.05,7,0,1,1,0,0,0,5
India,Germany,Work,Female,74,PhD,Government,Medical,Advanced,20740.11,7469.19,9,0,1,1,1,1,1,29
Mexico,India,Work,Male,50,Master's Degree,Government,Business Meeting,Advanced,52230.83,16443.16,14,0,1,1,0,0,0,19
Malaysia,United States,Work,Female,58,Associate Degree,Private Sector,Medical,Native,9378.4,12628.12,1,0,1,1,0,1,1,28
Venezuela,Singapore,Immigrant/PR,Female,56,Associate Degree,Private Sector,Tourism,Advanced,86013.5,73404.25,0,1,0,0,0,1,0,37
Vietnam,Austria,Immigrant/PR,Female,46,High School,Government,Permanent Residence,Intermediate,18740.13,52552.23,5,0,1,1,1,1,1,35
Chile,Denmark,Business,Female,66,PhD,Private Sector,Education,Intermediate,76408.25,144828.18,0,1,1,1,0,0,0,9
Ghana,Australia,Student,Male,76,Bachelor's Degree,Government,Tourism,Native,14341.94,39241.21,9,0,1,1,0,0,1,38
Nigeria,Ireland,Family/Spouse,Male,75,Master's Degree,Unemployed,Tourism,Intermediate,24572.63,25380.83,1,0,1,1,0,0,0,30
Mexico,Portugal,Immigrant/PR,Female,47,Bachelor's Degree,Private Sector,Medical,Basic,29943.2,25789.47,0,0,1,1,1,1,0,35
Bulgaria,Sweden,Work,Female,63,PhD,Self-Employed,Family Visit,Advanced,28920.4,54517.91,0,0,1,1,1,1,1,20
Colombia,Austria,Transit,Male,26,Bachelor's Degree,Private Sector,Permanent Residence,None,122448.38,60717.1,0,0,0,1,1,1,1,12
Kenya,Turkey,Transit,Male,65,PhD,Private Sector,Work Assignment,Native,109889.44,161028.42,0,0,0,1,1,1,0,9
Colombia,United Kingdom,Family/Spouse,Female,60,Bachelor's Degree,Private Sector,Permanent Residence,Intermediate,35919.01,92613.41,4,0,1,1,1,1,0,23
United States,Turkey,Tourist,Male,55,Bachelor's Degree,Unemployed,Family Visit,Advanced,38726.51,83512.52,0,0,1,0,1,0,0,3
Nigeria,Japan,Immigrant/PR,Female,54,Master's Degree,Private Sector,Family Visit,Advanced,30293.22,42932.21,5,0,1,1,1,1,1,49
Sri Lanka,South Africa,Immigrant/PR,Male,74,PhD,Private Sector,Conference,Intermediate,23996.55,41085.57,1,0,0,1,1,1,1,28
United Kingdom,Turkey,Student,Male,26,Bachelor's Degree,Self-Employed,Permanent Residence,Native,9102.14,23991.5,2,0,1,1,1,1,1,3
Ukraine,Norway,Student,Male,45,Master's Degree,Unemployed,Conference,Intermediate,14890.11,22477.05,3,0,1,1,0,0,0,24
Bangladesh,Australia,Immigrant/PR,Male,43,Bachelor's Degree,Student,Business Meeting,Basic,31295.15,72617.0,0,0,0,1,1,1,1,72
Peru,Thailand,Transit,Female,44,Master's Degree,Private Sector,Permanent Residence,Advanced,62483.49,97874.36,0,0,1,1,0,1,1,4
France,Portugal,Tourist,Female,40,Master's Degree,Unemployed,Permanent Residence,Basic,7928.29,18180.19,0,0,1,1,1,1,1,16
Philippines,Austria,Business,Male,56,Bachelor's Degree,Private Sector,Tourism,Intermediate,59665.84,146081.92,6,0,1,1,0,1,1,15
Germany,South Korea,Immigrant/PR,Male,64,Associate Degree,Private Sector,Conference,Advanced,111720.34,44709.09,0,0,0,1,1,1,1,24
Philippines,UAE,Student,Male,49,High School,Private Sector,Work Assignment,Intermediate,41578.14,24002.09,4,1,1,0,1,1,0,16
Ethiopia,Malaysia,Tourist,Female,53,Bachelor's Degree,Private Sector,Family Visit,Native,39508.8,116580.92,7,0,1,1,1,1,1,10
Myanmar,Sweden,Immigrant/PR,Female,66,Professional Degree,Government,Tourism,Basic,37735.53,26516.35,2,0,1,1,1,1,1,41
Thailand,Singapore,Student,Female,44,Bachelor's Degree,Private Sector,Medical,Native,24653.41,5367.01,7,0,1,1,0,1,1,9
Algeria,Taiwan,Transit,Female,44,Associate Degree,Government,Family Visit,Advanced,54045.79,35048.82,2,0,1,1,1,1,1,14
Hungary,Portugal,Business,Female,77,Bachelor's Degree,Government,Permanent Residence,Native,21844.77,23046.92,0,0,1,1,1,1,1,16
Egypt,New Zealand,Transit,Male,44,High School,Government,Business Meeting,Advanced,33488.72,15096.24,0,0,1,1,0,1,1,17
Sri Lanka,Italy,Work,Male,60,High School,Self-Employed,Conference,Advanced,25051.68,22717.61,0,0,1,1,0,0,1,48
Germany,New Zealand,Business,Female,33,Bachelor's Degree,Private Sector,Tourism,Native,502459.39,494322.88,0,0,1,1,1,1,1,9
Brazil,Switzerland,Work,Male,65,Bachelor's Degree,Student,Tourism,Native,54046.0,38429.37,0,0,0,1,0,0,0,40
Russia,UAE,Immigrant/PR,Male,48,Master's Degree,Private Sector,Medical,Native,6131.67,4617.77,0,0,1,1,0,1,1,21
Algeria,France,Tourist,Male,49,High School,Private Sector,Medical,Intermediate,54397.61,59543.78,0,0,1,1,1,1,0,22
Iran,Belgium,Transit,Male,64,Master's Degree,Self-Employed,Permanent Residence,Intermediate,43649.82,39332.55,4,0,1,1,1,1,1,18
Syria,South Korea,Student,Female,33,Bachelor's Degree,Private Sector,Education,Native,13654.82,38235.69,4,0,1,1,1,1,1,24
Saudi Arabia,Ireland,Immigrant/PR,Male,57,Master's Degree,Private Sector,Tourism,Basic,54342.68,116370.3,8,0,1,1,1,1,1,57
Syria,Taiwan,Family/Spouse,Female,65,PhD,Unemployed,Conference,Advanced,164237.16,61223.26,9,0,1,1,1,0,1,24
Saudi Arabia,Denmark,Work,Male,67,Bachelor's Degree,Unemployed,Conference,Native,16728.22,12894.29,3,0,0,1,0,1,0,23
Bulgaria,Germany,Tourist,Male,76,Bachelor's Degree,Government,Permanent Residence,Native,15072.79,9790.1,3,0,1,1,1,1,1,10
Iraq,Australia,Transit,Female,53,High School,Unemployed,Tourism,Native,23527.86,16878.73,4,0,0,1,1,1,1,26
South Korea,Turkey,Tourist,Female,68,High School,Government,Medical,Intermediate,209638.56,213440.22,3,0,1,1,1,1,0,2
Mexico,Taiwan,Business,Female,50,High School,Student,Education,Basic,115553.34,202404.58,4,0,1,1,0,1,0,12
Nigeria,United States,Transit,Female,66,Bachelor's Degree,Student,Education,None,23326.51,8555.12,1,0,1,1,0,0,0,26
Nepal,Italy,Business,Female,67,Bachelor's Degree,Self-Employed,Permanent Residence,Intermediate,62129.48,107807.97,2,0,1,1,1,0,0,20
United Kingdom,Singapore,Tourist,Male,33,Professional Degree,Government,Business Meeting,Basic,60347.27,113462.11,0,0,1,1,1,1,1,4
Philippines,Belgium,Tourist,Male,50,PhD,Government,Family Visit,Native,3168.1,8808.04,0,0,1,1,1,1,0,13
Saudi Arabia,Denmark,Immigrant/PR,Male,61,Master's Degree,Student,Family Visit,Native,19061.26,15129.83,1,0,1,1,0,1,1,40
Thailand,Italy,Tourist,Female,44,High School,Private Sector,Family Visit,Basic,18370.67,12822.5,6,0,1,1,1,1,0,10
Qatar,New Zealand,Student,Female,67,PhD,Self-Employed,Business Meeting,Advanced,18748.91,44842.77,1,0,1,1,0,0,0,29
China,Italy,Student,Other,78,Bachelor's Degree,Government,Work Assignment,Advanced,8416.37,16638.7,0,0,1,1,1,0,0,26
Bulgaria,Schengen (EU),Family/Spouse,Male,46,Master's Degree,Government,Tourism,Intermediate,105884.26,138154.93,1,0,1,1,1,0,0,16
Yemen,Norway,Work,Female,36,Master's Degree,Private Sector,Medical,Basic,157475.39,340935.61,0,0,1,1,1,1,0,40
Germany,South Korea,Transit,Female,66,Professional Degree,Student,Permanent Residence,Intermediate,23399.78,45838.23,6,0,1,0,1,1,0,3
Japan,Malaysia,Immigrant/PR,Female,57,Professional Degree,Self-Employed,Conference,Native,12401.07,18087.43,2,0,1,0,1,1,0,3
Peru,France,Transit,Male,56,Bachelor's Degree,Private Sector,Permanent Residence,Advanced,91457.8,217071.64,1,0,1,1,0,1,1,11
Kenya,Spain,Business,Male,57,Professional Degree,Self-Employed,Work Assignment,Intermediate,11961.77,25253.44,0,0,1,1,0,1,0,29
China,Switzerland,Transit,Male,42,Master's Degree,Self-Employed,Family Visit,Intermediate,4698.75,7616.05,4,0,1,1,0,1,0,11
China,Turkey,Business,Male,64,Master's Degree,Student,Work Assignment,None,23303.07,67224.06,3,0,1,1,0,1,1,5
Bulgaria,Turkey,Transit,Female,80,Bachelor's Degree,Private Sector,Business Meeting,Advanced,21263.05,6391.78,1,0,1,1,1,1,0,5
Sri Lanka,Australia,Tourist,Female,59,PhD,Student,Permanent Residence,Intermediate,9138.63,9399.45,7,0,1,0,0,1,0,24
Yemen,France,Student,Male,47,Associate Degree,Retired,Tourism,Intermediate,57237.17,60668.37,4,0,1,1,1,1,1,32
Syria,Thailand,Transit,Male,68,Master's Degree,Self-Employed,Education,Intermediate,28136.37,26303.3,0,0,1,1,1,0,1,16
Afghanistan,Turkey,Work,Female,62,High School,Government,Education,Native,176396.44,82430.41,1,0,1,1,0,1,0,18
Mexico,Malaysia,Work,Male,33,High School,Unemployed,Work Assignment,Intermediate,6358.3,6809.57,1,0,0,1,0,0,1,9
Thailand,Taiwan,Work,Female,55,Professional Degree,Private Sector,Work Assignment,Basic,16524.04,9990.94,4,0,1,1,1,1,0,12
UAE,France,Transit,Female,80,Bachelor's Degree,Private Sector,Work Assignment,Intermediate,3602.44,1520.23,1,0,1,0,0,0,1,10
Ethiopia,Schengen (EU),Work,Male,54,Professional Degree,Government,Permanent Residence,Intermediate,20784.33,32076.35,1,0,0,1,1,1,1,37
Ghana,New Zealand,Immigrant/PR,Male,51,High School,Government,Business Meeting,Intermediate,65875.74,168454.85,1,0,0,1,1,1,1,58
Bangladesh,Malaysia,Work,Female,33,High School,Private Sector,Conference,Basic,1500.09,1619.3,1,0,1,1,0,1,0,11
Iraq,Malaysia,Business,Male,79,Master's Degree,Government,Medical,Native,141854.2,269011.0,4,0,1,1,1,1,1,17
Ecuador,Netherlands,Work,Male,55,Bachelor's Degree,Retired,Family Visit,Native,39505.51,66778.65,0,0,1,1,0,0,1,30
France,Schengen (EU),Transit,Female,59,High School,Private Sector,Work Assignment,Intermediate,44983.37,55130.99,0,0,1,1,1,0,1,9
Yemen,Belgium,Business,Female,57,Professional Degree,Government,Education,Advanced,25880.17,55432.81,2,0,1,1,1,1,1,36
Myanmar,Germany,Immigrant/PR,Male,64,Master's Degree,Private Sector,Family Visit,Intermediate,54872.07,41778.46,0,0,1,0,1,1,0,40
South Korea,Thailand,Business,Male,54,Associate Degree,Self-Employed,Tourism,Advanced,47221.09,40508.73,12,0,1,1,1,1,1,1
Iran,United States,Transit,Female,54,Associate Degree,Private Sector,Education,Advanced,14324.84,41481.27,0,0,0,0,1,1,0,38
